CustomerID,Age,Gender,City,TransactionID,TransactionDate,AmountSpent,ProductID,ProductCategory,ProductRating,PaymentMethod,IsReturned,DeliveryStatus,DeliveryTimeDays,DeliveryFee,FeedbackScore,ReviewLength,CustomerSatisfaction
1015,41,Male,City A,10015,2022-01-01 15:00:00,329.15,459,Electronics,3.9,Credit Card,0,Delivered,3,3.86,Negative,120,Neutral
1016,20,Female,City A,10016,2022-01-01 16:00:00,98.69,430,Electronics,2.3,Credit Card,0,Delivered,6,14.27,Positive,430,Satisfied
1017,39,Other,City D,10017,2022-01-01 17:00:00,269.09,456,Beauty,3.4,Credit Card,0,Delivered,4,8.67,Positive,423,Neutral
1018,19,Female,City D,10018,2022-01-01 18:00:00,162.4,271,Home,3.2,Credit Card,0,Delivered,6,8.87,Negative,159,Dissatisfied
1019,41,Female,City A,10019,2022-01-01 19:00:00,265.57,344,Toys,3.3,Debit Card,0,Delivered,4,18.74,Negative,185,Neutral
1020,61,Female,City C,10020,2022-01-01 20:00:00,391.51,187,Clothing,4.3,PayPal,0,Cancelled,9,9.34,Negative,333,Dissatisfied
1021,47,Female,City B,10021,2022-01-01 21:00:00,385.61,483,Home,3.0,Credit Card,1,Delivered,8,19.17,Neutral,473,Neutral
1022,55,Female,City B,10022,2022-01-01 22:00:00,180.34,182,Home,3.9,PayPal,0,Delivered,6,3.91,Negative,457,Dissatisfied
1023,19,Male,City D,10023,2022-01-01 23:00:00,348.67,104,Clothing,2.0,PayPal,0,Delivered,8,8.17,Negative,237,Neutral
1024,38,Male,City D,10024,2022-01-02 00:00:00,470.94,448,Toys,4.7,Debit Card,0,Cancelled,7,14.47,Neutral,491,Dissatisfied
1025,50,Other,City D,10025,2022-01-02 01:00:00,314.71,138,Beauty,1.3,Bank Transfer,0,Delivered,5,4.27,Neutral,257,Neutral
1026,29,Male,City B,10026,2022-01-02 02:00:00,78.46,483,Toys,5.0,Credit Card,0,Pending,9,8.97,Negative,213,Dissatisfied
1027,39,Male,City B,10027,2022-01-02 03:00:00,341.46,421,Clothing,3.5,Credit Card,0,Delivered,4,17.33,Positive,147,Neutral
1028,61,Male,City A,10028,2022-01-02 04:00:00,56.93,400,Toys,2.9,Credit Card,0,Delivered,4,15.71,Neutral,471,Neutral
1029,42,Female,City C,10029,2022-01-02 05:00:00,436.69,174,Home,2.2,Credit Card,0,Delivered,9,7.08,Negative,113,Dissatisfied
1030,66,Female,City D,10030,2022-01-02 06:00:00,260.75,200,Beauty,2.6,Debit Card,0,Delivered,4,8.42,Positive,277,Neutral
1031,44,Other,City A,10031,2022-01-02 07:00:00,195.64,240,Electronics,4.1,Bank Transfer,0,Delivered,4,11.09,Positive,465,Dissatisfied
1032,59,Other,City B,10032,2022-01-02 08:00:00,33.22,192,Toys,1.6,Debit Card,0,Delivered,8,15.16,Negative,208,Dissatisfied
1033,45,Other,City A,10033,2022-01-02 09:00:00,193.49,218,Electronics,2.0,Credit Card,0,Delivered,6,4.73,Negative,179,Satisfied
1034,33,Female,City B,10034,2022-01-02 10:00:00,452.09,387,Beauty,1.5,Credit Card,0,Pending,7,11.5,Neutral,25,Neutral
1035,32,Male,City C,10035,2022-01-02 11:00:00,15.39,208,Electronics,2.7,PayPal,0,Cancelled,4,3.32,Positive,333,Neutral
1036,64,Male,City B,10036,2022-01-02 12:00:00,239.95,142,Toys,2.5,PayPal,0,Cancelled,1,9.16,Positive,468,Dissatisfied
1037,68,Female,City A,10037,2022-01-02 13:00:00,465.92,235,Clothing,3.6,Bank Transfer,0,Delivered,4,5.44,Positive,125,Neutral
1038,61,Other,City C,10038,2022-01-02 14:00:00,200.45,429,Home,5.0,Credit Card,0,Pending,4,7.56,Negative,106,Neutral
1039,69,Other,City B,10039,2022-01-02 15:00:00,216.95,316,Home,4.6,Credit Card,0,Pending,2,7.97,Negative,137,Neutral
1040,20,Other,City D,10040,2022-01-02 16:00:00,291.39,494,Electronics,4.5,Bank Transfer,1,Delivered,8,15.86,Negative,304,Neutral
1041,54,Female,City B,10041,2022-01-02 17:00:00,234.15,255,Home,3.6,PayPal,0,Delivered,5,6.77,Positive,268,Dissatisfied
1042,68,Other,City C,10042,2022-01-02 18:00:00,88.46,138,Home,2.1,PayPal,0,Delivered,9,13.95,Neutral,136,Dissatisfied
1043,24,Other,City A,10043,2022-01-02 19:00:00,14.18,381,Clothing,2.5,Credit Card,0,Delivered,5,11.6,Positive,283,Dissatisfied
1044,38,Female,City C,10044,2022-01-02 20:00:00,306.86,427,Electronics,2.0,PayPal,0,Delivered,4,16.48,Negative,401,Satisfied
1045,26,Male,City A,10045,2022-01-02 21:00:00,460.8,457,Clothing,1.5,Bank Transfer,0,Pending,3,7.79,Positive,330,Satisfied
1046,56,Female,City B,10046,2022-01-02 22:00:00,57.65,125,Clothing,2.7,Debit Card,0,Delivered,1,19.9,Negative,318,Satisfied
1047,35,Female,City B,10047,2022-01-02 23:00:00,109.42,131,Beauty,4.6,PayPal,0,Delivered,7,7.32,Positive,235,Satisfied
1048,21,Female,City C,10048,2022-01-03 00:00:00,188.26,145,Electronics,4.0,Bank Transfer,0,Delivered,9,12.43,Positive,201,Satisfied
1049,42,Female,City D,10049,2022-01-03 01:00:00,405.33,255,Clothing,4.9,Credit Card,0,Delivered,2,13.38,Negative,288,Dissatisfied
1050,31,Male,City B,10050,2022-01-03 02:00:00,138.28,343,Toys,1.8,Debit Card,0,Pending,4,11.69,Neutral,415,Satisfied
1051,67,Other,City D,10051,2022-01-03 03:00:00,441.62,490,Home,3.0,Bank Transfer,0,Delivered,8,17.46,Positive,472,Satisfied
1052,26,Female,City D,10052,2022-01-03 04:00:00,32.2,134,Electronics,4.2,Debit Card,0,Delivered,9,4.03,Positive,422,Neutral
1053,43,Male,City C,10053,2022-01-03 05:00:00,470.77,377,Beauty,2.8,PayPal,0,Delivered,9,12.75,Negative,485,Satisfied
1054,19,Other,City B,10054,2022-01-03 06:00:00,282.57,341,Clothing,2.4,Credit Card,0,Delivered,6,11.11,Negative,290,Dissatisfied
1055,37,Other,City D,10055,2022-01-03 07:00:00,331.09,477,Toys,4.3,PayPal,0,Delivered,2,9.51,Negative,95,Satisfied
1056,45,Other,City B,10056,2022-01-03 08:00:00,187.01,358,Home,2.7,PayPal,0,Delivered,1,8.23,Positive,129,Neutral
1057,64,Female,City A,10057,2022-01-03 09:00:00,392.09,145,Home,4.7,Bank Transfer,0,Cancelled,4,4.75,Neutral,478,Dissatisfied
1058,24,Female,City D,10058,2022-01-03 10:00:00,87.45,336,Toys,2.1,Bank Transfer,1,Pending,6,13.7,Negative,24,Dissatisfied
1059,61,Other,City C,10059,2022-01-03 11:00:00,29.21,107,Electronics,4.6,PayPal,0,Delivered,2,4.12,Negative,166,Neutral
1060,25,Other,City C,10060,2022-01-03 12:00:00,200.78,359,Home,2.1,Bank Transfer,1,Delivered,6,16.93,Negative,277,Dissatisfied
1061,64,Other,City D,10061,2022-01-03 13:00:00,427.58,370,Home,2.2,Bank Transfer,0,Delivered,1,10.06,Positive,183,Dissatisfied
1062,52,Other,City B,10062,2022-01-03 14:00:00,378.69,143,Home,2.7,Debit Card,1,Delivered,6,12.9,Positive,412,Dissatisfied
1063,31,Other,City A,10063,2022-01-03 15:00:00,260.99,337,Clothing,3.1,PayPal,0,Pending,5,3.4,Neutral,142,Neutral
1064,34,Other,City A,10064,2022-01-03 16:00:00,288.21,266,Clothing,2.7,PayPal,0,Delivered,2,3.68,Neutral,475,Satisfied
1065,53,Male,City C,10065,2022-01-03 17:00:00,69.3,475,Home,4.4,Bank Transfer,0,Delivered,4,6.25,Neutral,306,Neutral
1066,67,Other,City C,10066,2022-01-03 18:00:00,421.14,175,Beauty,4.2,PayPal,0,Delivered,9,16.04,Neutral,66,Dissatisfied
1067,57,Female,City B,10067,2022-01-03 19:00:00,394.55,256,Home,2.2,PayPal,0,Delivered,2,10.74,Positive,113,Neutral
1068,21,Female,City C,10068,2022-01-03 20:00:00,329.95,300,Electronics,3.0,Bank Transfer,0,Pending,5,7.6,Positive,459,Neutral
1069,19,Female,City B,10069,2022-01-03 21:00:00,235.76,333,Beauty,2.7,Credit Card,0,Delivered,3,17.29,Neutral,33,Satisfied
1070,23,Other,City D,10070,2022-01-03 22:00:00,482.41,331,Electronics,1.2,Bank Transfer,0,Delivered,2,5.45,Negative,206,Neutral
1071,59,Female,City A,10071,2022-01-03 23:00:00,440.12,311,Toys,4.0,Credit Card,0,Delivered,8,6.67,Neutral,42,Satisfied
1072,21,Male,City D,10072,2022-01-04 00:00:00,323.99,253,Toys,1.7,Credit Card,0,Delivered,9,15.98,Positive,346,Satisfied
1073,46,Other,City C,10073,2022-01-04 01:00:00,189.04,467,Clothing,4.7,Debit Card,0,Delivered,6,2.49,Neutral,40,Dissatisfied
1074,35,Female,City A,10074,2022-01-04 02:00:00,310.92,312,Clothing,2.6,Credit Card,0,Delivered,5,5.97,Neutral,475,Satisfied
1075,43,Male,City A,10075,2022-01-04 03:00:00,289.84,186,Clothing,3.5,PayPal,0,Delivered,7,11.38,Negative,471,Neutral
1076,61,Male,City D,10076,2022-01-04 04:00:00,200.15,117,Toys,4.3,Bank Transfer,0,Pending,3,18.47,Neutral,219,Neutral
1077,51,Female,City B,10077,2022-01-04 05:00:00,156.8,290,Electronics,1.7,PayPal,0,Delivered,6,6.79,Positive,124,Satisfied
1078,27,Male,City A,10078,2022-01-04 06:00:00,206.47,407,Beauty,3.2,Credit Card,0,Delivered,7,5.84,Negative,94,Satisfied
1079,53,Female,City B,10079,2022-01-04 07:00:00,289.09,153,Clothing,1.9,Bank Transfer,0,Delivered,1,19.55,Positive,43,Neutral
1080,31,Male,City D,10080,2022-01-04 08:00:00,216.93,315,Toys,3.0,Bank Transfer,0,Pending,4,11.44,Negative,156,Neutral
1081,48,Other,City D,10081,2022-01-04 09:00:00,135.47,141,Clothing,3.3,Bank Transfer,0,Delivered,7,3.13,Neutral,484,Dissatisfied
1082,65,Other,City B,10082,2022-01-04 10:00:00,381.68,448,Home,1.7,Bank Transfer,0,Delivered,6,6.98,Negative,293,Satisfied
1083,32,Other,City D,10083,2022-01-04 11:00:00,268.08,329,Beauty,3.3,Debit Card,0,Delivered,2,11.61,Neutral,168,Satisfied
1084,25,Other,City A,10084,2022-01-04 12:00:00,38.5,329,Electronics,2.8,Debit Card,0,Delivered,8,3.3,Negative,498,Dissatisfied
1085,31,Other,City D,10085,2022-01-04 13:00:00,187.32,281,Clothing,3.1,Debit Card,0,Delivered,7,14.47,Neutral,412,Dissatisfied
1086,40,Female,City D,10086,2022-01-04 14:00:00,443.03,240,Home,4.6,Bank Transfer,0,Delivered,2,11.4,Negative,448,Dissatisfied
1087,57,Other,City A,10087,2022-01-04 15:00:00,378.84,387,Home,2.9,PayPal,0,Delivered,9,14.77,Neutral,117,Satisfied
1088,38,Other,City B,10088,2022-01-04 16:00:00,165.01,438,Beauty,2.9,Credit Card,0,Cancelled,6,8.15,Positive,100,Satisfied
1089,33,Other,City D,10089,2022-01-04 17:00:00,469.4,436,Toys,2.9,Debit Card,0,Delivered,2,9.56,Negative,424,Neutral
1090,62,Other,City B,10090,2022-01-04 18:00:00,42.92,421,Toys,3.5,PayPal,0,Delivered,5,18.71,Negative,234,Satisfied
1091,35,Male,City A,10091,2022-01-04 19:00:00,480.81,181,Clothing,2.5,Debit Card,0,Pending,1,5.79,Positive,191,Dissatisfied
1092,64,Other,City B,10092,2022-01-04 20:00:00,126.62,266,Clothing,4.2,Debit Card,0,Delivered,2,2.71,Positive,400,Neutral
1093,41,Other,City B,10093,2022-01-04 21:00:00,9.5,433,Toys,2.1,Credit Card,0,Delivered,9,19.68,Negative,55,Satisfied
1094,43,Female,City C,10094,2022-01-04 22:00:00,219.73,153,Electronics,2.2,Bank Transfer,0,Delivered,1,2.13,Positive,245,Satisfied
1095,42,Male,City C,10095,2022-01-04 23:00:00,182.69,172,Electronics,3.4,PayPal,0,Delivered,4,17.99,Positive,349,Neutral
1096,62,Female,City D,10096,2022-01-05 00:00:00,271.85,312,Home,2.0,Debit Card,0,Delivered,9,16.87,Positive,369,Neutral
1097,58,Other,City C,10097,2022-01-05 01:00:00,399.4,270,Beauty,1.4,Bank Transfer,0,Delivered,4,10.78,Positive,311,Dissatisfied
1098,46,Female,City C,10098,2022-01-05 02:00:00,422.0,369,Electronics,1.8,PayPal,0,Delivered,1,14.7,Positive,435,Satisfied
1099,32,Female,City C,10099,2022-01-05 03:00:00,203.61,318,Clothing,4.7,Debit Card,0,Delivered,5,3.89,Neutral,174,Dissatisfied
1100,62,Other,City B,10100,2022-01-05 04:00:00,217.77,235,Electronics,1.0,Bank Transfer,0,Delivered,6,15.75,Positive,340,Satisfied
1101,18,Male,City B,10101,2022-01-05 05:00:00,78.35,134,Beauty,1.5,Credit Card,0,Delivered,1,16.11,Positive,228,Satisfied
1102,42,Male,City C,10102,2022-01-05 06:00:00,28.54,245,Clothing,4.0,Debit Card,0,Delivered,8,2.92,Neutral,63,Neutral
1103,24,Female,City A,10103,2022-01-05 07:00:00,322.4,282,Beauty,4.9,Bank Transfer,0,Delivered,1,10.95,Positive,220,Satisfied
1104,26,Other,City C,10104,2022-01-05 08:00:00,36.9,177,Toys,3.8,Credit Card,0,Delivered,6,19.07,Positive,229,Satisfied
1105,41,Female,City A,10105,2022-01-05 09:00:00,368.25,407,Beauty,4.7,Bank Transfer,0,Pending,9,19.12,Negative,425,Dissatisfied
1106,18,Female,City B,10106,2022-01-05 10:00:00,271.85,352,Beauty,4.4,Debit Card,0,Delivered,3,19.72,Negative,369,Satisfied
1107,61,Female,City A,10107,2022-01-05 11:00:00,103.3,427,Beauty,2.9,Credit Card,0,Delivered,5,13.82,Negative,478,Neutral
1108,25,Other,City B,10108,2022-01-05 12:00:00,272.06,491,Clothing,2.3,Debit Card,0,Delivered,1,4.54,Neutral,271,Dissatisfied
1109,41,Other,City A,10109,2022-01-05 13:00:00,95.58,335,Beauty,3.5,Bank Transfer,0,Cancelled,1,9.43,Negative,253,Satisfied
1110,28,Male,City B,10110,2022-01-05 14:00:00,222.17,421,Beauty,3.1,Bank Transfer,0,Delivered,2,15.08,Positive,317,Satisfied
1111,68,Other,City B,10111,2022-01-05 15:00:00,400.78,436,Home,1.1,Debit Card,0,Delivered,6,7.11,Negative,482,Satisfied
1112,34,Female,City C,10112,2022-01-05 16:00:00,233.65,176,Clothing,4.8,Debit Card,0,Pending,7,16.58,Positive,83,Dissatisfied
1113,25,Female,City D,10113,2022-01-05 17:00:00,78.61,473,Beauty,3.3,PayPal,0,Delivered,5,17.5,Positive,375,Dissatisfied
1114,52,Male,City D,10114,2022-01-05 18:00:00,363.3,172,Electronics,4.5,PayPal,0,Delivered,1,15.74,Positive,415,Neutral
1115,52,Other,City B,10115,2022-01-05 19:00:00,97.45,126,Beauty,3.9,Debit Card,0,Pending,1,8.16,Neutral,258,Satisfied
1116,50,Female,City C,10116,2022-01-05 20:00:00,370.58,137,Electronics,2.4,Bank Transfer,0,Delivered,1,15.35,Neutral,328,Neutral
1117,22,Male,City D,10117,2022-01-05 21:00:00,242.28,353,Toys,4.6,Bank Transfer,0,Pending,3,3.3,Positive,493,Satisfied
1118,59,Male,City D,10118,2022-01-05 22:00:00,229.6,495,Toys,4.2,Bank Transfer,0,Delivered,4,8.03,Positive,452,Satisfied
1119,56,Female,City C,10119,2022-01-05 23:00:00,426.46,185,Clothing,2.7,PayPal,0,Delivered,8,15.78,Neutral,25,Satisfied
1120,58,Female,City C,10120,2022-01-06 00:00:00,355.76,456,Clothing,4.4,Bank Transfer,0,Delivered,9,16.31,Negative,118,Satisfied
1121,45,Other,City D,10121,2022-01-06 01:00:00,21.29,458,Toys,2.1,PayPal,0,Delivered,5,7.74,Negative,128,Satisfied
1122,24,Male,City D,10122,2022-01-06 02:00:00,151.61,130,Clothing,3.7,Bank Transfer,0,Delivered,4,19.29,Negative,469,Neutral
1123,26,Female,City A,10123,2022-01-06 03:00:00,436.11,304,Electronics,1.5,Debit Card,0,Delivered,9,6.92,Negative,211,Dissatisfied
1124,25,Male,City A,10124,2022-01-06 04:00:00,14.07,292,Electronics,4.5,Bank Transfer,0,Delivered,6,13.88,Positive,426,Neutral
1125,29,Other,City B,10125,2022-01-06 05:00:00,274.9,329,Home,3.9,Debit Card,0,Delivered,3,17.82,Negative,279,Neutral
1126,51,Female,City D,10126,2022-01-06 06:00:00,365.27,280,Clothing,1.6,Debit Card,0,Delivered,7,11.93,Positive,377,Neutral
1127,50,Other,City C,10127,2022-01-06 07:00:00,312.82,344,Clothing,1.1,Bank Transfer,0,Delivered,9,9.42,Positive,446,Neutral
1128,65,Male,City C,10128,2022-01-06 08:00:00,381.46,139,Home,2.6,PayPal,0,Delivered,2,5.81,Neutral,214,Satisfied
1129,40,Other,City D,10129,2022-01-06 09:00:00,364.22,428,Beauty,3.7,PayPal,0,Delivered,9,5.54,Negative,220,Dissatisfied
1130,41,Other,City B,10130,2022-01-06 10:00:00,347.56,493,Electronics,2.1,PayPal,1,Delivered,2,4.86,Negative,102,Satisfied
1131,54,Male,City C,10131,2022-01-06 11:00:00,411.66,256,Beauty,4.9,Bank Transfer,0,Pending,5,9.97,Neutral,277,Satisfied
1132,52,Other,City D,10132,2022-01-06 12:00:00,324.62,267,Home,4.7,Debit Card,0,Delivered,1,11.86,Neutral,38,Dissatisfied
1133,61,Male,City D,10133,2022-01-06 13:00:00,204.2,257,Clothing,3.4,PayPal,0,Delivered,2,17.1,Positive,276,Satisfied
1134,57,Female,City B,10134,2022-01-06 14:00:00,238.6,229,Beauty,2.3,PayPal,0,Delivered,7,5.91,Negative,136,Neutral
1135,39,Male,City D,10135,2022-01-06 15:00:00,359.78,181,Clothing,4.6,Credit Card,0,Delivered,4,15.59,Positive,90,Satisfied
1136,44,Male,City C,10136,2022-01-06 16:00:00,438.77,255,Home,4.2,Bank Transfer,0,Pending,7,14.49,Negative,477,Neutral
1137,52,Female,City A,10137,2022-01-06 17:00:00,139.75,274,Toys,1.3,Bank Transfer,0,Pending,4,13.42,Negative,261,Dissatisfied
1138,18,Male,City B,10138,2022-01-06 18:00:00,174.33,387,Clothing,2.9,Bank Transfer,0,Delivered,1,8.11,Positive,344,Neutral
1139,52,Female,City D,10139,2022-01-06 19:00:00,465.72,187,Beauty,4.9,Credit Card,1,Delivered,6,7.72,Neutral,123,Satisfied
1140,54,Female,City B,10140,2022-01-06 20:00:00,291.36,201,Beauty,2.8,Debit Card,0,Delivered,9,15.66,Negative,154,Satisfied
1141,64,Male,City D,10141,2022-01-06 21:00:00,93.59,347,Home,4.7,Debit Card,0,Delivered,6,6.94,Negative,329,Neutral
1142,31,Other,City A,10142,2022-01-06 22:00:00,333.53,305,Beauty,4.9,PayPal,0,Pending,7,7.93,Neutral,185,Dissatisfied
1143,20,Other,City B,10143,2022-01-06 23:00:00,495.43,188,Electronics,2.5,Credit Card,1,Delivered,7,19.37,Neutral,391,Satisfied
1144,18,Female,City D,10144,2022-01-07 00:00:00,412.61,444,Clothing,4.9,Credit Card,0,Delivered,1,19.97,Positive,285,Dissatisfied
1145,22,Other,City A,10145,2022-01-07 01:00:00,374.14,387,Electronics,1.6,Debit Card,0,Delivered,2,2.03,Positive,299,Satisfied
1146,43,Other,City C,10146,2022-01-07 02:00:00,107.98,409,Home,1.6,PayPal,0,Delivered,1,14.36,Neutral,25,Satisfied
1147,31,Male,City D,10147,2022-01-07 03:00:00,438.69,195,Electronics,2.1,Bank Transfer,0,Delivered,1,11.64,Positive,125,Dissatisfied
1148,56,Female,City A,10148,2022-01-07 04:00:00,265.27,258,Electronics,2.9,Bank Transfer,0,Delivered,8,10.28,Positive,442,Dissatisfied
1149,44,Female,City A,10149,2022-01-07 05:00:00,445.2,213,Clothing,1.7,Bank Transfer,1,Delivered,4,6.96,Positive,26,Dissatisfied
1150,26,Male,City B,10150,2022-01-07 06:00:00,168.26,123,Clothing,2.4,Debit Card,0,Delivered,8,11.13,Negative,394,Satisfied
1151,32,Other,City D,10151,2022-01-07 07:00:00,35.72,262,Toys,1.4,Bank Transfer,0,Delivered,5,10.22,Negative,113,Satisfied
1152,32,Female,City C,10152,2022-01-07 08:00:00,240.61,385,Electronics,2.7,PayPal,0,Delivered,1,9.22,Neutral,451,Satisfied
1153,43,Other,City D,10153,2022-01-07 09:00:00,138.57,452,Clothing,4.3,Credit Card,0,Delivered,9,17.3,Positive,494,Neutral
1154,59,Female,City A,10154,2022-01-07 10:00:00,359.04,154,Electronics,3.4,PayPal,0,Delivered,3,6.87,Negative,52,Satisfied
1155,30,Female,City C,10155,2022-01-07 11:00:00,478.77,163,Electronics,4.2,Credit Card,0,Delivered,7,12.75,Negative,86,Neutral
1156,68,Female,City A,10156,2022-01-07 12:00:00,347.03,132,Home,1.5,Bank Transfer,0,Delivered,7,17.56,Positive,205,Satisfied
1157,49,Female,City B,10157,2022-01-07 13:00:00,444.03,145,Home,2.6,Credit Card,0,Delivered,4,19.62,Positive,442,Neutral
1158,56,Other,City D,10158,2022-01-07 14:00:00,229.25,318,Electronics,1.2,Bank Transfer,0,Delivered,8,12.85,Positive,83,Satisfied
1159,66,Other,City A,10159,2022-01-07 15:00:00,386.96,388,Home,2.5,Credit Card,0,Delivered,8,11.36,Negative,23,Neutral
1160,69,Other,City A,10160,2022-01-07 16:00:00,422.31,295,Clothing,3.5,Debit Card,0,Cancelled,2,17.13,Neutral,440,Neutral
1161,49,Other,City D,10161,2022-01-07 17:00:00,356.88,352,Electronics,3.3,Debit Card,0,Delivered,8,5.39,Negative,88,Satisfied
1162,21,Male,City C,10162,2022-01-07 18:00:00,256.35,385,Home,1.2,Debit Card,0,Delivered,5,13.34,Neutral,249,Dissatisfied
1163,47,Female,City A,10163,2022-01-07 19:00:00,314.8,335,Clothing,1.2,PayPal,0,Delivered,2,3.16,Negative,306,Satisfied
1164,54,Female,City D,10164,2022-01-07 20:00:00,351.75,178,Electronics,2.2,Debit Card,0,Delivered,6,13.88,Negative,315,Dissatisfied
1165,40,Female,City B,10165,2022-01-07 21:00:00,130.28,191,Electronics,4.1,Credit Card,0,Cancelled,8,16.32,Positive,448,Dissatisfied
1166,56,Male,City B,10166,2022-01-07 22:00:00,405.74,195,Home,1.1,Bank Transfer,0,Delivered,4,3.13,Positive,489,Neutral
1167,62,Other,City D,10167,2022-01-07 23:00:00,475.41,327,Clothing,3.5,Debit Card,0,Delivered,9,17.27,Neutral,316,Dissatisfied
1168,32,Female,City A,10168,2022-01-08 00:00:00,235.29,385,Electronics,1.7,Bank Transfer,0,Delivered,8,4.22,Negative,475,Satisfied
1169,60,Other,City D,10169,2022-01-08 01:00:00,352.03,461,Electronics,4.8,Credit Card,0,Pending,7,5.17,Negative,179,Neutral
1170,46,Other,City D,10170,2022-01-08 02:00:00,369.83,334,Toys,2.7,Debit Card,0,Delivered,7,17.06,Neutral,355,Neutral
1171,53,Male,City A,10171,2022-01-08 03:00:00,332.81,201,Electronics,1.2,PayPal,0,Delivered,8,4.24,Neutral,417,Neutral
1172,30,Male,City C,10172,2022-01-08 04:00:00,275.82,351,Toys,3.9,PayPal,0,Pending,7,14.13,Negative,451,Satisfied
1173,49,Other,City C,10173,2022-01-08 05:00:00,441.42,239,Toys,2.9,Credit Card,0,Delivered,1,7.31,Neutral,448,Satisfied
1174,24,Female,City B,10174,2022-01-08 06:00:00,227.22,422,Clothing,4.5,Debit Card,0,Delivered,5,6.47,Positive,119,Neutral
1175,68,Female,City C,10175,2022-01-08 07:00:00,35.25,242,Beauty,3.6,Debit Card,0,Delivered,2,13.7,Neutral,89,Dissatisfied
1176,39,Male,City D,10176,2022-01-08 08:00:00,423.06,339,Toys,3.8,Credit Card,0,Delivered,5,3.92,Negative,147,Dissatisfied
1177,45,Male,City A,10177,2022-01-08 09:00:00,338.62,365,Clothing,4.1,PayPal,0,Delivered,5,12.34,Positive,418,Dissatisfied
1178,19,Male,City B,10178,2022-01-08 10:00:00,425.38,441,Home,2.7,Debit Card,0,Delivered,6,18.64,Positive,30,Neutral
1179,59,Male,City C,10179,2022-01-08 11:00:00,73.58,160,Toys,4.2,Debit Card,0,Delivered,6,17.33,Negative,109,Satisfied
1180,62,Male,City D,10180,2022-01-08 12:00:00,20.22,122,Beauty,1.2,Debit Card,0,Delivered,6,17.32,Positive,104,Satisfied
1181,23,Male,City B,10181,2022-01-08 13:00:00,467.52,110,Home,4.1,Bank Transfer,0,Delivered,7,7.45,Positive,292,Dissatisfied
1182,45,Male,City A,10182,2022-01-08 14:00:00,78.13,115,Toys,3.5,Bank Transfer,0,Pending,2,14.62,Positive,174,Dissatisfied
1183,45,Female,City C,10183,2022-01-08 15:00:00,405.78,148,Toys,3.3,PayPal,0,Delivered,4,16.04,Positive,434,Dissatisfied
1184,61,Male,City D,10184,2022-01-08 16:00:00,412.49,465,Beauty,2.3,Debit Card,0,Delivered,5,18.23,Neutral,225,Dissatisfied
1185,61,Male,City A,10185,2022-01-08 17:00:00,355.81,435,Electronics,1.5,PayPal,0,Delivered,7,6.75,Neutral,135,Satisfied
1186,37,Female,City D,10186,2022-01-08 18:00:00,69.97,497,Beauty,3.6,Bank Transfer,0,Delivered,2,15.7,Positive,180,Satisfied
1187,47,Female,City D,10187,2022-01-08 19:00:00,335.36,489,Clothing,2.9,Bank Transfer,0,Delivered,8,6.18,Negative,21,Satisfied
